,To_Country,Year,Total_Points,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Kazakhstan,Latvia,Lithuania,Luxembourg,Malta,"Moldova, Republic of",Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
120,Netherlands,2018,121,,3,,1,,,22,NaN,,,,,5,1,2,6,5,5,,8,,3,,,NaN,5,3,NaN,,1,NaN,3,,,9,8,,8,,,7,NaN,7,,1,,NaN,8,
121,Serbia,2018,113,3,,,8,10,,,NaN,7,12,,,,,,1,,,2,,,,,1,NaN,,,NaN,,,NaN,24,,18,,,,,,3,,NaN,12,,,12,NaN,,
122,Australia,2018,99,,2,,,,2,,NaN,,,,,12,,,10,,7,,7,,,7,,NaN,6,,NaN,9,7,NaN,,,,6,4,,2,5,2,,NaN,,,8,,NaN,2,1
123,Hungary,2018,93,,,,3,8,2,,NaN,5,,4,2,,3,8,,,2,6,,,,3,2,NaN,,2,NaN,,2,NaN,3,2,,,10,,10,,,12,NaN,3,,,,NaN,1,
124,Slovenia,2018,64,,,,5,,4,,NaN,,7,,7,,,,2,,,,,,,4,,NaN,1,,NaN,,,NaN,6,1,4,,,3,1,,6,8,NaN,,,,,NaN,5,
125,Spain,2018,61,,,7,,,,1,NaN,,,7,,6,,,5,,6,,,,1,,,NaN,,,NaN,,,NaN,,,,2,,14,10,,,,NaN,,,,1,NaN,,1
126,United Kingdom,2018,48,3,,6,,,,,NaN,,2,,,3,,,3,,1,,,,10,8,6,NaN,2,,NaN,1,,NaN,2,,,,,,,,1,,NaN,,,,,NaN,,
127,Finland,2018,46,,,4,,,,,NaN,,,,3,,12,,,,,,,3,,6,,NaN,,,NaN,,,NaN,,,5,,,,,,,,NaN,,,9,,NaN,,4
128,Portugal,2018,39,,,,,,,,NaN,,,,,,3,,8,,,,,,6,,,NaN,,7,NaN,,,NaN,,2,,,,,,,,,NaN,,,,13,NaN,,
129,Portugal,2017,758,14,22,14,20,16,17,20,NaN,7,17,15,20,15,18,20,24,20,22,13,19,24,15,24,10,NaN,22,24,NaN,18,13,NaN,8,24,17,22,22,,13,NaN,19,20,NaN,20,24,22,24,NaN,20,20
130,Bulgaria,2017,615,20,7,13,17,14,24,18,NaN,,18,17,14,14,19,13,9,13,13,12,22,10,16,17,10,NaN,15,14,NaN,18,18,NaN,8,18,24,20,14,8,18,NaN,14,16,NaN,15,16,14,14,NaN,2,19
131,Moldova,2017,374,,14,22,3,20,10,7,NaN,10,4,6,8,11,4,8,7,,7,13,10,6,8,8,20,NaN,9,8,NaN,1,,NaN,3,5,8,8,6,18,20,NaN,8,14,NaN,3,13,16,,NaN,16,12
132,Belgium,2017,363,5,5,4,10,4,6,,NaN,4,5,5,4,8,14,10,8,,10,5,8,12,17,14,9,NaN,22,14,NaN,5,2,NaN,10,12,4,7,22,18,5,NaN,13,3,NaN,11,8,13,13,NaN,6,8
133,Sweden,2017,344,2,9,12,5,3,11,14,NaN,2,6,11,7,24,6,18,8,9,4,3,4,16,6,13,10,NaN,4,9,NaN,7,11,NaN,7,10,6,11,7,8,9,NaN,2,3,NaN,7,10,,11,NaN,7,12
134,Italy,2017,334,24,6,2,12,6,,5,NaN,,7,18,1,,5,15,15,7,4,11,4,12,1,10,,NaN,3,13,NaN,24,4,NaN,18,2,8,9,,4,6,NaN,13,14,NaN,12,18,7,12,NaN,,2
135,Romania,2017,282,7,2,10,10,5,2,6,NaN,11,6,4,6,4,6,3,10,,6,7,6,5,20,7,10,NaN,8,4,NaN,11,24,NaN,10,8,4,10,7,7,,NaN,6,4,NaN,2,7,3,4,NaN,3,7
136,Hungary,2017,200,6,,,10,7,8,1,NaN,6,24,,,3,9,4,2,,4,,,6,2,1,4,NaN,2,2,NaN,5,1,NaN,7,6,3,4,5,2,10,NaN,4,22,NaN,5,,4,8,NaN,12,1
137,Australia,2017,173,4,,,,,7,6,NaN,,6,4,10,10,7,10,2,,5,,7,10,,,,NaN,5,1,NaN,,4,NaN,,4,8,3,7,5,4,NaN,,3,NaN,7,8,10,4,NaN,2,10
138,Norway,2017,158,,5,,3,,11,7,NaN,,2,,,13,10,3,7,7,12,,6,2,2,5,3,NaN,8,16,NaN,,,NaN,,7,2,,3,2,,NaN,10,,NaN,,,6,5,NaN,1,
139,Netherlands,2017,150,,,4,12,,5,10,NaN,10,9,,8,6,4,,4,1,8,,8,,4,,,NaN,,2,NaN,,,NaN,,,,4,8,3,12,NaN,7,,NaN,1,3,3,7,NaN,3,4
140,France,2017,135,6,11,,,5,4,4,NaN,12,3,5,,,1,1,,3,,4,1,,,10,7,NaN,,,NaN,4,5,NaN,5,,11,,,10,4,NaN,,2,NaN,,3,,3,NaN,11,
141,Croatia,2017,128,7,,1,4,1,,,NaN,1,,,,,,,,,11,,5,,3,,6,NaN,,,NaN,9,,NaN,17,3,10,1,1,,6,NaN,3,5,NaN,12,,2,8,NaN,7,5
142,Azerbaijan,2017,120,2,,,,,,4,NaN,5,,1,10,,,,,22,,10,4,,1,,12,NaN,,,NaN,,15,NaN,5,,,,1,12,,NaN,6,,NaN,4,,,,NaN,6,
143,United Kingdom,2017,111,8,4,15,1,,,2,NaN,,,5,5,,6,2,3,,6,1,3,7,4,,,NaN,4,,NaN,4,,NaN,,5,3,1,5,,,NaN,6,,NaN,10,1,,,NaN,,
144,Austria,2017,93,,1,3,,,4,3,NaN,12,1,,4,7,,,1,5,2,,,,7,,1,NaN,6,5,NaN,,2,NaN,1,3,,,,10,1,NaN,,4,NaN,,3,4,,NaN,,3
145,Belarus,2017,83,,,,7,12,,,NaN,2,5,,3,,2,,,6,,3,,,,3,,NaN,8,1,NaN,2,4,NaN,,,,,4,,,NaN,,,NaN,,,,,NaN,20,1
146,Armenia,2017,79,7,,1,,,,,NaN,4,,1,2,1,,,6,13,,10,2,,,,4,NaN,,3,NaN,1,6,NaN,4,,,,2,,,NaN,4,5,NaN,3,,,,NaN,,
147,Greece,2017,77,4,11,,,5,,,NaN,11,,24,,,,,,,,,,,,,,NaN,,,NaN,,7,NaN,12,,,,,,1,NaN,,,NaN,,2,,,NaN,,
148,Denmark,2017,77,,,13,,,3,,NaN,,3,,6,,5,4,,,,,5,3,,,,NaN,,,NaN,,,NaN,,8,7,8,,,5,NaN,,,NaN,,,5,,NaN,,2
149,Cyprus,2017,68,,19,,,,,5,NaN,3,,,,,,5,,6,,24,2,,,,,NaN,,,NaN,,,NaN,1,,,,,1,,NaN,,,NaN,,,2,,NaN,,
150,Poland,2017,64,,,2,2,6,2,4,NaN,7,,,1,,,,1,,2,,,3,7,,3,NaN,,,NaN,,,NaN,,1,,3,,,,NaN,1,,NaN,4,,5,,NaN,,10
151,Israel,2017,39,,,,,5,1,,NaN,8,,,,,,,9,,,,,,,,,NaN,,,NaN,7,,NaN,,,1,5,,,2,NaN,,1,NaN,,,,,NaN,,
152,Ukraine,2017,36,,,,,7,1,,NaN,1,,,7,,,,,4,,,,,,4,7,NaN,,,NaN,,,NaN,,,,,2,3,,NaN,,,NaN,,,,,NaN,,
153,Germany,2017,6,,,,,,,,NaN,,,,,,,,,,,,,,3,,,NaN,,,NaN,,,NaN,,,,,,,,NaN,,,NaN,,,,3,NaN,,
154,Spain,2017,5,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,5,,NaN,,,NaN,,,,,NaN,,
155,Ukraine,2016,534,6,10,10,10,20,17,5,19,10,10,7,12,15,15,12,10,22,13,8,12,,4,20,22,NaN,22,18,NaN,4,22,NaN,8,10,18,8,24,NaN,NaN,10,24,19,NaN,19,7,7,10,NaN,,15
156,Australia,2016,511,24,5,,15,9,7,16,13,13,17,15,1,20,14,15,6,9,11,12,15,18,6,15,6,NaN,11,17,NaN,15,15,NaN,4,17,11,18,17,NaN,NaN,6,5,12,NaN,9,12,24,13,NaN,9,14
157,Russia,2016,491,14,14,5,11,24,24,6,11,18,14,22,10,4,12,8,7,8,12,22,10,15,8,10,8,NaN,19,8,NaN,14,19,NaN,18,3,8,6,8,NaN,NaN,,17,13,NaN,10,12,14,6,NaN,12,7
158,Bulgaria,2016,307,12,7,18,5,16,5,11,5,,1,12,5,6,,4,15,3,4,7,4,,15,14,7,NaN,2,2,NaN,18,2,NaN,7,1,20,13,6,NaN,NaN,,3,12,NaN,12,12,4,1,NaN,3,13
159,Sweden,2016,261,3,2,,15,,10,1,,3,7,1,14,16,22,22,7,6,18,,11,18,7,,2,NaN,15,7,NaN,,6,NaN,,12,,7,10,NaN,NaN,2,4,1,NaN,5,1,,,NaN,5,1
160,France,2016,257,10,19,13,8,4,,16,11,,10,13,5,2,3,4,,4,,10,1,7,3,20,12,NaN,,4,NaN,8,6,NaN,6,9,,1,1,NaN,NaN,10,,,NaN,,17,11,3,NaN,,6
161,Armenia,2016,249,2,,,2,,10,7,2,20,4,16,8,,,,14,12,2,18,1,,,8,1,NaN,6,4,NaN,7,12,NaN,10,10,7,,2,NaN,NaN,24,2,5,NaN,4,18,4,,NaN,7,
162,Poland,2016,229,5,1,,12,5,6,12,,6,4,2,7,5,1,5,7,4,10,3,8,10,10,4,10,NaN,5,9,NaN,,,NaN,1,10,2,11,,NaN,NaN,5,7,,NaN,4,5,10,5,NaN,8,10
163,Lithuania,2016,200,4,,8,1,5,10,,,1,,3,3,11,10,6,,10,1,,3,4,12,1,2,NaN,18,,NaN,,7,NaN,2,,,14,2,NaN,NaN,,8,8,NaN,,,8,7,NaN,15,16
164,Belgium,2016,181,,4,24,5,,4,,,10,,,2,16,,,4,10,5,,,6,12,7,,NaN,,5,NaN,,,NaN,3,16,8,7,,NaN,NaN,,,5,NaN,8,,,10,NaN,10,
165,Netherlands,2016,153,,,3,6,,,14,,2,,,7,14,6,10,7,,7,,8,18,8,,4,NaN,3,,NaN,3,,NaN,,,2,6,,NaN,NaN,,4,5,NaN,1,3,7,5,NaN,,
166,Malta,2016,153,2,13,6,10,11,5,,,7,,6,6,,2,5,4,,,4,10,4,,,5,NaN,4,,NaN,,3,NaN,12,,,,,NaN,NaN,8,3,10,NaN,,6,7,,NaN,,
167,Austria,2016,151,,4,3,,,,8,5,4,6,,4,1,6,10,16,,7,1,6,3,1,3,,NaN,4,1,NaN,,4,NaN,,14,,,4,NaN,NaN,8,1,,NaN,6,2,5,14,NaN,,
168,Israel,2016,135,3,,10,,9,,2,,2,7,5,,2,,7,3,3,12,,,,4,,8,NaN,2,6,NaN,1,,NaN,,7,5,3,7,NaN,NaN,,,7,NaN,2,1,,8,NaN,6,3
169,Latvia,2016,132,,,,,,5,,,,,,1,,15,2,,13,2,,8,,8,5,,NaN,,19,NaN,,1,NaN,,,3,3,11,NaN,NaN,4,6,,NaN,7,,,3,NaN,13,3
170,Italy,2016,124,18,,,,,,10,,,3,3,,,,2,12,,4,,,,6,,,NaN,,,NaN,15,,NaN,4,6,1,12,,NaN,NaN,,10,,NaN,1,8,,9,NaN,,
171,Azerbaijan,2016,117,,,,,,10,,9,1,,2,6,,,,,7,,1,7,1,,2,,NaN,3,,NaN,6,8,NaN,7,1,1,,,NaN,NaN,16,,,NaN,,2,10,,NaN,17,
172,Serbia,2016,115,,,,4,,,,20,5,14,,,,,,,,,,,,,,4,NaN,,,NaN,,,NaN,18,,19,,,NaN,NaN,,,,NaN,17,,,12,NaN,,2
173,Hungary,2016,108,2,3,,,11,3,,1,,8,8,13,,,,,2,,5,,,,,,NaN,,2,NaN,5,,NaN,10,,,,6,NaN,NaN,1,3,10,NaN,3,10,,,NaN,2,
174,Georgia,2016,104,,18,,,1,,7,,3,,,,,,,,,8,5,,,,,6,NaN,2,14,NaN,,,NaN,,,,,8,NaN,NaN,5,6,,NaN,,,,,NaN,9,12
175,Cyprus,2016,96,,12,,,,,,,7,1,,,,7,1,,,,20,5,,,,7,NaN,,,NaN,5,2,NaN,,,,,1,NaN,NaN,11,5,3,NaN,,,,,NaN,,9
176,Spain,2016,77,6,3,7,,1,,,,4,,,,1,,,4,,,,5,,,4,12,NaN,,,NaN,2,8,NaN,,,,7,5,NaN,NaN,,,,NaN,,,2,2,NaN,,4
177,Croatia,2016,73,,,1,6,,,,14,,,1,8,,,,,2,,,,7,,3,,NaN,,,NaN,,1,NaN,6,,11,,,NaN,NaN,,,4,NaN,8,,,,NaN,,1
178,United Kingdom,2016,62,5,,8,,,,,,,,,4,3,3,,,,,,,,10,,,NaN,,,NaN,13,,NaN,,,,,,NaN,NaN,6,8,2,NaN,,,,,NaN,,
179,Czechia,2016,41,,1,,4,,,1,6,,10,,,,,3,,,,,2,5,2,,,NaN,,,NaN,,,NaN,,,,,4,NaN,NaN,,,,NaN,,,3,,NaN,,
180,Germany,2016,11,,,,2,,,,,,,,,,,,,1,,,,,,,,NaN,,,NaN,,,NaN,,,,,,NaN,NaN,,,,NaN,,,,8,NaN,,
181,Sweden,2015,365,7,7,12,7,6,10,12,NaN,NaN,NaN,10,10,12,10,12,8,7,10,4,10,12,10,10,12,NaN,12,10,NaN,10,8,NaN,5,10,5,12,12,8,8,8,7,8,NaN,12,8,,12,NaN,NaN,12
182,Russia,2015,303,8,12,10,8,12,12,10,NaN,NaN,NaN,5,8,10,12,8,10,5,12,8,6,3,8,8,10,NaN,10,,NaN,7,10,NaN,7,6,6,2,6,10,10,,,10,NaN,5,10,6,7,NaN,NaN,6
183,Italy,2015,292,12,6,8,10,8,1,8,NaN,NaN,NaN,12,7,5,3,2,6,8,3,12,2,6,6,12,,NaN,8,1,NaN,12,7,NaN,6,7,7,5,7,12,12,12,10,7,NaN,8,12,8,6,NaN,NaN,8
184,Belgium,2015,217,1,4,6,5,,8,,NaN,NaN,NaN,7,6,7,7,7,12,6,8,7,12,4,2,4,7,NaN,4,7,NaN,,6,NaN,,12,1,7,5,5,7,10,5,4,NaN,3,6,10,2,NaN,NaN,3
185,Australia,2015,196,3,1,,12,,6,4,NaN,NaN,NaN,4,,8,5,5,2,,7,5,8,8,5,7,6,NaN,5,3,NaN,6,4,NaN,,8,,10,8,,2,4,8,3,NaN,2,7,12,8,NaN,NaN,10
186,Latvia,2015,186,,2,7,1,5,5,7,NaN,NaN,NaN,3,5,4,6,6,7,4,6,3,5,7,12,,4,NaN,,12,NaN,4,2,NaN,,2,,8,10,2,5,2,12,1,NaN,7,4,5,4,NaN,NaN,7
187,Estonia,2015,106,4,,3,6,4,7,2,NaN,NaN,NaN,2,,6,,10,,2,2,,7,1,,3,2,NaN,6,8,NaN,3,,NaN,1,4,2,3,2,1,,7,,2,NaN,,3,3,,NaN,NaN,
188,Norway,2015,102,,,4,4,,,,NaN,NaN,NaN,,,3,4,4,,,4,,4,10,4,,5,NaN,2,5,NaN,2,,NaN,,3,,,3,6,6,,6,,NaN,4,2,7,10,NaN,NaN,
189,Israel,2015,97,5,,2,2,7,2,,NaN,NaN,NaN,6,,,,3,,1,5,,,5,,,8,NaN,1,,NaN,5,,NaN,3,5,,4,4,7,1,,2,6,NaN,,1,4,3,NaN,NaN,5
190,Serbia,2015,53,2,,5,3,,,,NaN,NaN,NaN,,3,,,,,,,,,,,2,3,NaN,,,NaN,,,NaN,12,1,10,,,,,,,,NaN,6,,,5,NaN,NaN,1
191,Georgia,2015,51,,10,1,,10,3,1,NaN,NaN,NaN,,4,,1,,,,,2,3,,,,,NaN,,6,NaN,,5,NaN,,,,,,,,5,,,NaN,,,,,NaN,NaN,
192,Azerbaijan,2015,49,,,,,,,,NaN,NaN,NaN,,12,,,,,10,,,,,,,,NaN,,2,NaN,8,3,NaN,8,,,,,,3,3,,,NaN,,,,,NaN,NaN,
193,Montenegro,2015,44,6,8,,,2,,,NaN,NaN,NaN,,,,,,,,,,,,,,,NaN,,,NaN,,,NaN,,,4,,,,,,,12,NaN,10,,2,,NaN,NaN,
194,Slovenia,2015,39,,,,,3,,,NaN,NaN,NaN,,,,,1,,,,,,2,,6,,NaN,3,4,NaN,,,NaN,4,,8,1,1,,,,,5,NaN,,,1,,NaN,NaN,
195,Romania,2015,35,,,,,,,5,NaN,NaN,NaN,1,,2,,,,,,,1,,,5,,NaN,,,NaN,,12,NaN,,,,,,4,,,,,NaN,,5,,,NaN,NaN,
196,Armenia,2015,34,,,,,,4,3,NaN,NaN,NaN,,2,,,,3,12,,1,,,,,,NaN,,,NaN,,,NaN,,,3,,,,,6,,,NaN,,,,,NaN,NaN,
197,Albania,2015,34,,,,,,,6,NaN,NaN,NaN,,,,,,,,,6,,,,,,NaN,,,NaN,,,NaN,10,,12,,,,,,,,NaN,,,,,NaN,NaN,
198,Lithuania,2015,30,,,,,,,,NaN,NaN,NaN,,,1,2,,,3,,,,,7,,,NaN,7,,NaN,,,NaN,,,,6,,,,,,,NaN,,,,,NaN,NaN,4
199,Greece,2015,23,10,5,,,,,,NaN,NaN,NaN,8,,,,,,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,NaN,,,,,NaN,NaN,
200,Hungary,2015,19,,,,,,,,NaN,NaN,NaN,,1,,8,,1,,1,,,,,,,NaN,,,NaN,,,NaN,,,,,,,4,,4,,NaN,,,,,NaN,NaN,
201,Spain,2015,15,,,,,1,,,NaN,NaN,NaN,,,,,,5,,,,,,,1,,NaN,,,NaN,,1,NaN,2,,,,,3,,1,,,NaN,,,,1,NaN,NaN,
202,Cyprus,2015,11,,,,,,,,NaN,NaN,NaN,,,,,,,,,10,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,NaN,1,,,,NaN,NaN,
203,Poland,2015,10,,,,,,,,NaN,NaN,NaN,,,,,,4,,,,,,3,,1,NaN,,,NaN,,,NaN,,,,,,,,,,,NaN,,,,,NaN,NaN,2
204,United Kingdom,2015,5,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,1,,,NaN,,,NaN,1,,NaN,,,,,,,,,3,,NaN,,,,,NaN,NaN,
205,France,2015,4,,3,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,1,,NaN,,,,,NaN,NaN,
206,Austria,2015,0,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,NaN,,,,,NaN,NaN,
207,Germany,2015,0,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,NaN,,,,,NaN,NaN,
208,Austria,2014,290,5,,NaN,,1,,12,NaN,NaN,NaN,NaN,NaN,8,4,12,10,10,7,12,10,10,12,12,12,NaN,6,10,NaN,10,7,NaN,2,12,3,10,,12,8,5,,NaN,NaN,12,12,12,12,NaN,8,12
209,Netherlands,2014,238,,4,NaN,10,,2,8,NaN,NaN,NaN,NaN,NaN,10,12,8,8,,12,8,12,12,10,,4,NaN,12,12,NaN,,,NaN,,,7,12,12,10,3,3,2,NaN,NaN,10,7,10,10,NaN,,8
210,Sweden,2014,218,7,,NaN,6,,,10,NaN,NaN,NaN,NaN,NaN,12,10,10,4,2,,2,8,7,4,10,,NaN,8,7,NaN,7,6,NaN,3,8,,8,4,8,12,2,10,NaN,NaN,8,10,,6,NaN,12,7
211,Armenia,2014,174,,,NaN,12,,10,,NaN,NaN,NaN,NaN,NaN,2,5,4,12,12,6,7,7,2,,6,,NaN,10,,NaN,6,3,NaN,10,7,8,,1,4,7,8,6,NaN,NaN,,4,5,,NaN,10,
212,Hungary,2014,143,8,,NaN,7,8,5,7,NaN,NaN,NaN,NaN,NaN,3,7,5,,,,6,,6,1,7,,NaN,1,,NaN,,4,NaN,12,4,10,,,6,10,6,7,NaN,NaN,,2,7,1,NaN,3,
213,Ukraine,2014,113,,,NaN,5,10,8,4,NaN,NaN,NaN,NaN,NaN,1,8,2,,6,,5,2,,,5,10,NaN,7,5,NaN,,10,NaN,7,,,,5,,,7,,NaN,NaN,,6,,,NaN,,
214,Russia,2014,89,,10,NaN,,12,12,,NaN,NaN,NaN,NaN,NaN,,1,,,8,,10,,,,3,,NaN,2,6,NaN,5,8,NaN,,,6,,,2,,,,NaN,NaN,,,,,NaN,4,
215,Norway,2014,88,,,NaN,1,,4,,NaN,NaN,NaN,NaN,NaN,6,3,7,2,,5,3,,1,7,,,NaN,5,8,NaN,2,,NaN,,10,,,7,3,1,,,NaN,NaN,5,,3,5,NaN,,
216,Denmark,2014,74,,1,NaN,,,,6,NaN,NaN,NaN,NaN,NaN,,,6,3,,8,,,8,,,,NaN,,1,NaN,,,NaN,,1,,1,6,5,4,,1,NaN,NaN,6,3,8,3,NaN,,3
217,Spain,2014,74,12,2,NaN,,,,2,NaN,NaN,NaN,NaN,NaN,,2,,6,,1,,,,6,4,,NaN,4,4,NaN,,,NaN,,,,5,2,,5,,,NaN,NaN,4,,,8,NaN,2,5
218,Finland,2014,72,,,NaN,4,,,3,NaN,NaN,NaN,NaN,NaN,4,6,,,,4,,6,5,,,6,NaN,3,,NaN,,,NaN,,2,,7,3,,,,3,NaN,NaN,,,6,4,NaN,,6
219,Romania,2014,72,,,NaN,8,6,1,5,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,2,8,5,NaN,,,NaN,8,12,NaN,,,4,4,,1,,,,NaN,NaN,,8,,,NaN,,
220,Switzerland,2014,64,,5,NaN,3,,,,NaN,NaN,NaN,NaN,NaN,,,,,1,3,4,1,,5,,2,NaN,,2,NaN,3,,NaN,5,3,,,10,7,6,,,NaN,NaN,3,,,,NaN,,1
221,Poland,2014,62,,,NaN,,2,7,,NaN,NaN,NaN,NaN,NaN,,,,5,,10,1,3,3,,,8,NaN,,,NaN,,2,NaN,4,,5,2,,,,,,NaN,NaN,1,,2,,NaN,7,
222,Iceland,2014,58,,,NaN,2,,,,NaN,NaN,NaN,NaN,NaN,5,,,7,,2,,5,,,,7,NaN,,,NaN,,,NaN,,6,,6,,,,1,8,NaN,NaN,,1,4,,NaN,,4
223,Belarus,2014,43,,8,NaN,,7,,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,1,,NaN,,3,NaN,,5,NaN,1,,,,,,,12,,NaN,NaN,,,,,NaN,6,
224,United Kingdom,2014,40,,,NaN,,,,1,NaN,NaN,NaN,NaN,NaN,7,,,,3,,,,4,8,,,NaN,,,NaN,4,,NaN,,,,3,,,,,5,NaN,NaN,,5,,,NaN,,
225,Germany,2014,39,4,6,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,,,,5,,,,,,,,NaN,,,NaN,,,NaN,,,,,8,,2,,,NaN,NaN,2,,,7,NaN,5,
226,Montenegro,2014,37,6,12,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,NaN,,,NaN,,,12,,,,,,,NaN,NaN,7,,,,NaN,,
227,Greece,2014,35,2,7,NaN,,4,6,,NaN,NaN,NaN,NaN,NaN,,,,,4,,,,,,2,3,NaN,,,NaN,1,,NaN,,,,,,,,4,,NaN,NaN,,,,,NaN,,2
228,Italy,2014,33,10,,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,,,1,,,,,,,,,NaN,,,NaN,12,,NaN,6,,2,,,,,,,NaN,NaN,,,,2,NaN,,
229,Azerbaijan,2014,33,,,NaN,,,3,,NaN,NaN,NaN,NaN,NaN,,,,,7,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,10,12,NaN,NaN,,,,,NaN,1,
230,Malta,2014,32,1,,NaN,,5,,,NaN,NaN,NaN,NaN,NaN,,,3,,,,,,,3,,1,NaN,,,NaN,,,NaN,,5,,,,,,,4,NaN,NaN,,,,,NaN,,10
231,San Marino,2014,14,3,3,NaN,,3,,,NaN,NaN,NaN,NaN,NaN,,,,,,,,4,,,,,NaN,,,NaN,,1,NaN,,,,,,,,,,NaN,NaN,,,,,NaN,,
232,Slovenia,2014,9,,,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,NaN,,,NaN,8,,1,,,,,,,NaN,NaN,,,,,NaN,,
233,France,2014,2,,,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,,1,,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,NaN,NaN,,,1,,NaN,,
234,Denmark,2013,281,1,4,NaN,5,5,1,10,NaN,2,10,7,NaN,,8,7,12,7,10,7,10,12,12,8,12,NaN,6,2,NaN,6,6,NaN,10,10,12,7,NaN,NaN,6,4,,12,NaN,12,8,10,3,NaN,5,12
235,Azerbaijan,2013,234,7,,NaN,12,,10,5,NaN,12,7,8,NaN,,,,8,12,4,12,12,7,2,12,,NaN,3,12,NaN,12,8,NaN,12,2,,,NaN,NaN,10,12,2,5,NaN,3,7,,6,NaN,10,
236,Ukraine,2013,214,,12,NaN,1,12,12,8,NaN,10,12,10,NaN,3,10,,,8,,8,7,3,8,10,5,NaN,7,10,NaN,10,12,NaN,,5,,1,NaN,NaN,4,1,,10,NaN,,10,,,NaN,,5
237,Norway,2013,191,2,3,NaN,,2,3,7,NaN,1,3,4,NaN,12,3,12,,4,7,4,2,10,,6,8,NaN,8,6,NaN,3,2,NaN,4,6,8,,NaN,NaN,8,7,7,7,NaN,5,5,12,7,NaN,3,
238,Russia,2013,174,,7,NaN,,,8,4,NaN,5,6,5,NaN,7,12,2,6,6,2,,,1,10,7,,NaN,12,7,NaN,,7,NaN,7,4,6,,NaN,NaN,,,,8,NaN,10,6,5,,NaN,4,10
239,Greece,2013,152,10,8,NaN,7,4,6,2,NaN,7,5,12,NaN,6,,1,,,6,,1,,,2,7,NaN,1,,NaN,4,,NaN,8,1,4,5,NaN,NaN,7,10,12,,NaN,,,,8,NaN,,8
240,Italy,2013,126,12,1,NaN,10,,,6,NaN,,8,6,NaN,,,,10,2,,6,,,,,,NaN,,,NaN,8,,NaN,6,,10,,NaN,NaN,1,,4,4,NaN,8,12,,12,NaN,,
241,Malta,2013,120,,6,NaN,,8,7,,NaN,,,3,NaN,4,5,,2,3,5,3,8,5,,,10,NaN,5,,NaN,,,NaN,,8,3,10,NaN,NaN,5,,10,,NaN,,1,,,NaN,2,7
242,Netherlands,2013,114,4,,NaN,8,,,12,NaN,,2,,NaN,10,7,8,,,,,5,8,6,,,NaN,,4,NaN,,,NaN,,,2,8,NaN,NaN,2,3,,,NaN,7,,8,4,NaN,,6
243,Hungary,2013,84,8,,NaN,,,,,NaN,6,4,,NaN,,4,10,,,12,2,,,,,3,NaN,,5,NaN,,,NaN,,7,,2,NaN,NaN,,,6,2,NaN,,,3,10,NaN,,
244,Moldova,2013,71,,,NaN,2,1,4,3,NaN,3,,,NaN,,,,4,,,,,,3,1,4,NaN,,,NaN,,,NaN,5,,7,,NaN,NaN,12,6,,6,NaN,,2,,,NaN,8,
245,Belgium,2013,71,,,NaN,3,,,,NaN,,,,NaN,5,2,3,5,,,,4,,4,,,NaN,2,,NaN,,,NaN,,12,,3,NaN,NaN,,8,5,3,NaN,2,,7,,NaN,,3
246,Romania,2013,65,5,,NaN,4,6,,,NaN,,,,NaN,,,,1,,,10,,6,,,1,NaN,,,NaN,7,10,NaN,1,,,6,NaN,NaN,,,,,NaN,,,4,,NaN,,4
247,Sweden,2013,62,,,NaN,,,,1,NaN,4,1,,NaN,8,1,4,,,3,,,4,5,,,NaN,4,,NaN,,5,NaN,,3,,12,NaN,NaN,,,,1,NaN,6,,,,NaN,,
248,Georgia,2013,50,,10,NaN,,10,,,NaN,,,,NaN,,,,,,,5,,,,,,NaN,,8,NaN,,3,NaN,2,,,,NaN,NaN,,5,,,NaN,,,,,NaN,7,
